userId,role,interests,registrationDate,location,activityScore,influenceScore,postCount,interactionCount,followerCount,followingCount,lastActiveDate
user_001,information-seeker,"learning and educational,food and dining",2021-01-18,石家庄,51,29,20,365,268,469,2024-01-02
user_002,information-seeker,"entertainment",2020-08-14,南昌,47,35,59,428,726,332,2023-12-05
user_003,general,"sports",2020-04-06,杭州,46,38,101,1133,1469,242,2024-01-01
user_004,information-source,"politics",2020-05-31,北京,94,85,115,1617,9353,178,2024-01-02
user_005,inactive,"business and finance",2021-11-28,上海,10,20,19,19,37,38,2023-12-20
user_006,information-seeker,"entertainment",2020-09-07,大连,59,24,78,715,938,348,2023-11-16
user_007,information-seeker,"learning and educational,food and dining,sports",2020-04-29,合肥,37,39,66,753,248,421,2024-01-01
user_008,information-seeker,"entertainment,business and finance",2022-08-18,重庆,59,19,35,357,241,221,2023-11-09
user_009,general,"science and technology,travel,animals",2022-05-03,济南,52,59,141,652,1197,109,2023-12-10
user_010,general,"animals,arts and culture",2020-02-12,宁波,41,61,99,846,1563,164,2023-12-01
user_011,inactive,"travel,fitness and health",2023-06-09,武汉,9,7,3,60,157,14,2023-12-17
user_012,information-seeker,"travel",2022-08-09,沈阳,33,44,41,228,351,365,2023-12-09
user_013,inactive,"fashion and beauty",2020-03-28,广州,12,7,5,71,133,47,2023-12-23
user_014,information-seeker,"business and finance,fitness and health",2021-02-16,北京,33,35,25,212,919,406,2024-01-17
user_015,inactive,"food and dining,fashion and beauty",2020-11-09,深圳,12,4,14,91,190,35,2023-11-30
user_016,general,"politics,entertainment",2020-03-14,深圳,44,45,135,563,1398,287,2024-01-08
user_017,general,"fitness and health,animals",2021-12-24,沈阳,74,47,106,1394,652,234,2023-12-02
user_018,information-source,"travel,animals,arts and culture",2020-02-13,佛山,80,89,140,1723,3961,208,2023-12-26
user_019,general,"science and technology",2023-02-19,重庆,64,49,50,935,1783,198,2023-12-24
user_020,general,"entertainment",2021-04-13,合肥,68,35,78,1269,927,121,2023-11-29
user_021,general,"entertainment",2020-02-20,哈尔滨,58,34,133,936,1028,273,2023-12-11
user_022,information-seeker,"entertainment,animals,fashion and beauty",2022-01-06,大连,56,17,57,603,618,322,2023-11-16
user_023,inactive,"travel,fitness and health",2021-03-15,太原,21,13,17,20,182,83,2023-11-19
user_024,information-source,"entertainment,animals,fashion and beauty",2021-11-16,苏州,72,90,493,4315,3725,62,2023-11-30
user_025,information-source,"animals,science and technology",2023-07-23,石家庄,77,70,206,4148,6805,203,2023-11-29
user_026,information-seeker,"learning and educational",2020-02-27,合肥,29,18,19,219,322,297,2023-12-06
user_027,information-seeker,"politics,animals",2020-10-20,福州,39,31,69,241,436,392,2023-12-06
user_028,inactive,"animals,fashion and beauty,politics",2021-03-06,长春,11,12,1,37,136,10,2023-11-13
user_029,inactive,"food and dining,fashion and beauty",2020-11-28,南昌,8,7,15,90,135,17,2023-11-29
user_030,information-seeker,"business and finance,animals,sports",2020-10-17,宁波,39,45,18,606,473,494,2024-01-01
user_031,information-source,"fashion and beauty,learning and educational,business and finance",2020-05-22,合肥,72,87,429,2022,7227,242,2023-12-22
user_032,inactive,"sports,learning and educational,travel",2020-11-10,深圳,11,14,6,60,16,88,2023-12-27
user_033,inactive,"animals",2020-10-16,太原,21,14,10,2,49,21,2023-11-02
user_034,inactive,"animals,entertainment,food and dining",2020-03-30,长春,25,16,14,72,161,71,2023-12-13
user_035,general,"food and dining,science and technology,business and finance",2023-07-08,无锡,48,64,112,585,1991,226,2023-11-11
user_036,general,"fashion and beauty,entertainment",2022-02-17,南京,61,65,137,806,2337,207,2024-01-11
user_037,inactive,"travel,science and technology",2023-04-07,南京,19,11,14,14,189,49,2023-12-25
user_038,general,"sports,animals,entertainment",2023-12-18,哈尔滨,52,32,84,786,2964,292,2023-11-23
user_039,information-source,"animals",2022-04-26,郑州,91,85,193,2720,2404,180,2024-01-13
user_040,information-seeker,"fashion and beauty,entertainment,food and dining",2021-11-28,长沙,42,16,18,445,664,562,2023-11-22
user_041,general,"fitness and health,arts and culture,food and dining",2022-01-10,成都,58,58,73,714,985,214,2023-11-06
user_042,inactive,"science and technology",2020-05-13,青岛,20,14,6,87,33,30,2023-12-19
user_043,general,"animals,science and technology,learning and educational",2022-02-19,佛山,51,65,92,1282,2717,104,2023-12-05
user_044,information-source,"food and dining,business and finance,animals",2020-10-18,南京,89,81,285,4382,5577,71,2023-12-08
user_045,information-source,"learning and educational,business and finance",2022-10-20,济南,78,94,455,2826,8673,218,2023-11-12
user_046,information-source,"business and finance",2022-11-01,广州,94,72,116,1958,7207,169,2024-01-02
user_047,information-source,"animals",2022-11-22,长沙,88,74,375,2068,6788,213,2023-12-22
user_048,inactive,"animals,learning and educational",2022-01-27,北京,19,20,6,17,127,98,2024-01-07
user_049,information-source,"learning and educational,entertainment,politics",2021-05-15,武汉,95,90,155,3872,7354,196,2023-11-03
user_050,information-seeker,"learning and educational,politics",2021-10-19,昆明,25,45,44,637,201,268,2023-11-26
user_051,information-source,"travel,learning and educational",2023-02-09,石家庄,94,73,260,2033,3334,209,2023-11-12
user_052,information-seeker,"science and technology",2021-05-29,南昌,59,15,35,718,605,210,2023-12-27
user_053,general,"animals,fashion and beauty,arts and culture",2020-09-13,大连,53,43,67,1396,901,294,2023-12-25
user_054,information-source,"sports,arts and culture",2023-01-19,成都,85,75,354,1685,5039,120,2023-11-22
user_055,general,"learning and educational",2022-03-11,佛山,54,37,119,714,2203,265,2023-11-24
user_056,information-seeker,"food and dining",2023-03-25,无锡,57,31,10,131,543,346,2023-11-12
user_057,general,"food and dining",2020-02-12,大连,49,52,73,690,1300,234,2024-01-11
user_058,general,"animals",2021-04-16,上海,74,63,149,1375,2609,231,2024-01-05
user_059,information-source,"sports,fashion and beauty,animals",2020-03-27,长沙,66,62,205,4851,4068,176,2024-01-17
user_060,general,"learning and educational,food and dining,sports",2020-01-01,郑州,63,58,137,502,2615,211,2023-11-07
user_061,information-seeker,"animals",2022-03-14,南京,45,24,43,674,537,495,2024-01-07
user_062,information-source,"business and finance",2022-09-11,厦门,86,86,231,3014,3396,237,2023-11-27
user_063,information-source,"fitness and health,food and dining,animals",2020-12-17,福州,71,73,385,3707,4311,156,2023-11-04
user_064,general,"learning and educational",2022-07-05,天津,53,48,83,1105,2452,130,2024-01-04
user_065,information-seeker,"animals",2023-10-07,福州,52,24,40,117,897,431,2024-01-14
user_066,information-seeker,"entertainment,learning and educational,sports",2023-05-13,深圳,37,34,55,342,1000,505,2024-01-09
user_067,general,"science and technology,fashion and beauty,entertainment",2021-01-22,南昌,66,54,148,803,2594,275,2023-12-05
user_068,general,"entertainment,food and dining",2021-02-22,厦门,50,53,57,1311,2412,103,2024-01-15
user_069,general,"food and dining,entertainment",2021-01-05,天津,72,51,75,677,1726,187,2023-11-05
user_070,general,"animals,arts and culture",2021-01-02,武汉,74,50,115,1447,2217,193,2023-12-30
user_071,general,"sports,learning and educational",2023-01-06,佛山,60,51,120,1170,2110,212,2023-11-16
user_072,information-seeker,"animals,fitness and health,sports",2022-03-16,合肥,55,44,39,594,151,237,2024-01-04
user_073,inactive,"travel",2022-01-01,南昌,25,10,1,65,86,18,2023-11-12
user_074,information-seeker,"travel,food and dining",2022-10-18,青岛,31,26,74,644,590,348,2023-12-07
user_075,general,"animals,learning and educational",2022-08-02,郑州,61,43,130,638,2085,128,2023-12-12
user_076,general,"business and finance,fashion and beauty,politics",2022-12-19,沈阳,48,34,144,1078,1463,134,2023-12-30
user_077,information-seeker,"sports",2023-05-12,深圳,35,40,30,574,507,365,2023-12-29
user_078,inactive,"fitness and health,fashion and beauty",2023-11-02,无锡,24,4,2,84,177,40,2024-01-13
user_079,general,"fashion and beauty,sports,politics",2020-09-22,郑州,69,62,123,1130,1311,288,2023-12-13
user_080,general,"travel",2022-10-07,昆明,43,45,97,1325,2417,235,2023-12-24
user_081,information-source,"business and finance,arts and culture,animals",2022-09-20,天津,67,60,267,1971,6530,184,2023-11-20
user_082,inactive,"arts and culture,entertainment,fitness and health",2020-03-13,宁波,8,10,16,55,94,75,2024-01-10
user_083,inactive,"learning and educational,fitness and health",2022-10-01,宁波,22,15,14,38,42,51,2024-01-14
user_084,general,"arts and culture",2020-06-11,苏州,69,48,50,1176,1208,191,2024-01-10
user_085,general,"food and dining,sports",2020-12-06,厦门,64,40,95,1476,2681,145,2024-01-16
user_086,information-seeker,"food and dining",2023-08-31,深圳,49,37,77,109,104,531,2023-11-18
user_087,inactive,"travel",2020-12-29,沈阳,11,8,11,52,58,60,2023-11-17
user_088,information-source,"animals",2020-06-07,杭州,65,69,315,2395,8400,215,2023-12-19
user_089,general,"entertainment,politics",2022-05-09,昆明,67,58,59,577,2582,166,2023-11-22
user_090,inactive,"learning and educational,arts and culture,entertainment",2022-05-05,厦门,23,12,8,28,13,95,2023-12-07
user_091,inactive,"arts and culture,travel",2022-12-14,深圳,14,13,11,28,94,62,2023-12-08
user_092,inactive,"animals,entertainment,food and dining",2020-09-01,昆明,21,14,9,11,122,21,2024-01-17
user_093,inactive,"animals,learning and educational",2021-09-11,西安,21,13,7,60,139,83,2023-12-28
user_094,information-seeker,"travel,arts and culture",2020-03-31,石家庄,48,42,19,795,307,503,2023-11-22
user_095,information-seeker,"arts and culture,entertainment,food and dining",2022-06-24,北京,43,28,11,294,364,362,2023-12-21
user_096,information-source,"learning and educational,business and finance",2023-11-03,福州,95,77,177,2224,3586,91,2024-01-09
user_097,information-source,"animals,learning and educational,politics",2023-07-01,昆明,85,71,291,1763,7621,219,2024-01-17
user_098,inactive,"sports,animals",2022-01-01,福州,10,14,16,79,41,32,2023-11-16
user_099,information-seeker,"entertainment,fitness and health,travel",2021-08-22,长春,38,34,38,430,725,577,2024-01-10
user_100,inactive,"business and finance,science and technology,sports",2023-06-11,重庆,19,15,4,69,172,40,2023-12-24
user_101,information-source,"animals,arts and culture",2020-09-02,福州,77,68,211,1928,4407,193,2024-01-13
user_102,general,"food and dining,politics",2022-04-03,合肥,64,57,142,664,2262,227,2023-11-03
user_103,information-source,"fashion and beauty,arts and culture",2022-08-17,深圳,74,71,453,3637,9529,173,2023-12-22
user_104,information-source,"business and finance,arts and culture",2020-04-17,上海,85,62,384,1179,3028,190,2024-01-15
user_105,inactive,"fitness and health,fashion and beauty",2022-01-16,北京,12,4,15,57,114,91,2023-12-31
user_106,information-source,"food and dining,animals",2020-08-31,苏州,88,63,224,1675,3737,234,2023-12-12
user_107,information-seeker,"fashion and beauty,entertainment,fitness and health",2020-03-02,南昌,29,34,58,326,733,386,2023-12-04
user_108,inactive,"learning and educational,science and technology",2021-07-26,济南,15,3,15,58,81,30,2024-01-06
user_109,inactive,"science and technology,sports",2020-05-03,北京,8,14,14,5,109,50,2023-11-14
user_110,information-source,"business and finance,learning and educational",2022-09-14,成都,81,84,154,2011,9372,67,2024-01-10
user_111,information-source,"food and dining,animals",2021-03-19,沈阳,80,70,276,4160,7396,125,2023-12-17
user_112,information-seeker,"fashion and beauty",2020-07-23,南京,59,23,69,272,949,299,2023-11-27
user_113,information-source,"learning and educational,fitness and health,animals",2023-03-03,杭州,80,88,131,2288,6564,135,2023-12-19
user_114,information-source,"animals",2020-10-06,成都,86,63,120,4193,7944,108,2023-12-10
user_115,information-source,"arts and culture,animals,travel",2022-11-01,重庆,84,92,429,4096,9842,105,2023-11-11
user_116,information-seeker,"travel,arts and culture",2022-12-08,合肥,52,15,49,373,989,459,2023-11-25
user_117,information-seeker,"sports,animals",2023-07-22,西安,50,37,77,705,549,506,2024-01-06
user_118,information-seeker,"animals",2021-08-27,福州,57,37,49,402,552,299,2024-01-01
user_119,information-source,"travel",2022-09-09,成都,93,86,160,1543,4476,128,2023-12-02
user_120,inactive,"travel",2021-11-28,长沙,19,10,18,100,51,14,2024-01-02
user_121,inactive,"learning and educational,fitness and health,travel",2023-12-09,福州,23,15,20,57,186,12,2023-12-24
user_122,information-source,"learning and educational",2020-11-30,重庆,92,82,255,2658,4958,71,2024-01-11
user_123,inactive,"travel,fashion and beauty",2020-06-26,昆明,14,18,5,0,42,21,2024-01-10
user_124,inactive,"entertainment,fitness and health",2021-12-06,长沙,19,8,20,48,190,69,2023-12-02
user_125,general,"animals",2021-03-23,济南,75,30,124,639,2677,150,2024-01-11
user_126,inactive,"entertainment",2020-04-28,武汉,11,15,7,24,63,15,2023-12-04
user_127,information-source,"food and dining,fitness and health,learning and educational",2020-12-31,太原,65,75,127,4602,2428,105,2023-11-27
user_128,information-source,"animals,business and finance,fitness and health",2021-03-09,厦门,90,72,185,3500,8045,143,2023-11-19
user_129,general,"fashion and beauty,travel,science and technology",2021-01-20,成都,40,33,129,676,2583,143,2023-11-05
user_130,information-source,"food and dining,fitness and health",2020-09-06,天津,86,85,203,2136,8430,73,2023-11-08
user_131,inactive,"animals",2020-07-20,重庆,21,7,0,33,93,71,2023-11-12
user_132,information-source,"learning and educational,food and dining,arts and culture",2021-07-11,武汉,93,76,270,1142,5733,160,2024-01-12
user_133,inactive,"travel,animals,food and dining",2023-06-15,苏州,22,20,3,81,59,97,2024-01-10
user_134,information-seeker,"animals",2020-09-13,石家庄,28,41,51,248,752,244,2023-12-03
user_135,general,"animals",2022-10-11,厦门,75,36,102,601,1656,241,2023-12-17
user_136,general,"travel,arts and culture",2022-04-07,西安,74,50,55,1408,2212,207,2023-11-29
user_137,information-source,"food and dining,arts and culture",2020-02-16,石家庄,66,67,421,4056,4326,163,2023-12-09
user_138,inactive,"entertainment,travel,arts and culture",2022-02-08,上海,23,15,13,21,182,5,2023-12-30
user_139,inactive,"arts and culture",2023-09-07,武汉,20,12,1,52,100,60,2023-11-09
user_140,information-source,"business and finance",2023-06-28,无锡,75,78,432,4237,6748,214,2023-11-06
user_141,information-source,"fashion and beauty,animals",2022-03-14,宁波,84,77,298,2912,6253,203,2024-01-18
user_142,information-seeker,"entertainment,food and dining",2022-12-01,长沙,51,21,52,578,512,476,2023-11-17
user_143,information-source,"entertainment",2020-01-17,郑州,80,78,333,4011,4221,73,2023-11-05
user_144,information-source,"business and finance,fitness and health",2021-12-19,太原,84,80,276,1045,9186,198,2024-01-14
user_145,information-seeker,"sports,business and finance",2023-11-07,济南,45,38,69,232,164,241,2023-12-28
user_146,information-seeker,"science and technology",2022-12-04,天津,45,30,24,368,703,488,2024-01-17
user_147,inactive,"business and finance,sports",2020-08-02,广州,11,17,10,56,199,19,2024-01-03
user_148,information-source,"learning and educational",2020-03-07,哈尔滨,74,76,161,3292,6483,170,2023-12-24
user_149,information-seeker,"fitness and health,travel,business and finance",2023-03-24,广州,60,40,21,782,1000,330,2023-11-07
user_150,information-seeker,"business and finance,entertainment,food and dining",2020-05-10,长春,39,32,19,271,460,498,2023-11-30
user_151,inactive,"arts and culture,politics,learning and educational",2021-02-16,厦门,12,5,3,72,43,51,2024-01-04
user_152,information-seeker,"science and technology,animals,food and dining",2021-09-09,大连,42,29,43,155,524,232,2023-11-04
user_153,inactive,"animals,food and dining,fashion and beauty",2023-05-11,上海,10,20,1,35,23,55,2023-12-24
user_154,inactive,"animals",2021-03-22,厦门,11,7,15,10,82,90,2024-01-09
user_155,information-source,"fashion and beauty",2022-12-10,长沙,87,78,241,3633,5819,62,2023-11-20
user_156,information-seeker,"arts and culture,sports",2023-05-02,长春,25,42,32,571,886,520,2024-01-02
user_157,information-source,"arts and culture",2021-10-29,天津,93,94,433,1173,3991,95,2023-11-20
user_158,inactive,"fashion and beauty,science and technology",2022-06-15,哈尔滨,13,3,3,58,22,37,2023-12-22
user_159,general,"fitness and health",2022-08-03,长沙,53,60,119,695,2074,221,2023-12-29
user_160,inactive,"fitness and health,fashion and beauty,travel",2021-07-26,深圳,8,8,16,18,127,38,2023-12-03
user_161,general,"fitness and health",2022-07-22,武汉,40,39,63,686,1995,230,2023-11-19
user_162,general,"animals",2022-01-30,武汉,44,59,84,1026,993,278,2023-11-30
user_163,inactive,"sports,fitness and health",2022-06-16,南京,25,8,17,55,13,54,2023-12-25
user_164,information-source,"animals,arts and culture",2020-09-12,郑州,92,75,137,1043,4446,240,2023-12-09
user_165,information-source,"fashion and beauty,entertainment",2021-10-27,武汉,90,66,101,1594,2091,130,2023-12-18
user_166,information-seeker,"learning and educational",2023-09-18,大连,36,19,21,738,277,457,2024-01-04
user_167,information-seeker,"sports,learning and educational",2021-12-10,南昌,54,43,25,418,999,387,2023-11-27
user_168,inactive,"entertainment,animals,learning and educational",2023-07-03,南京,8,6,8,36,99,55,2023-12-23
user_169,inactive,"animals,learning and educational",2021-03-12,杭州,23,9,4,59,143,70,2023-11-18
user_170,information-seeker,"animals",2022-08-10,成都,43,33,80,533,240,530,2024-01-19
user_171,information-source,"travel,fashion and beauty,fitness and health",2023-08-17,广州,73,87,223,4441,4247,226,2023-12-24
user_172,information-seeker,"food and dining,fitness and health",2021-01-28,无锡,38,36,29,231,632,434,2023-12-30
user_173,information-seeker,"fitness and health",2022-03-19,南昌,35,17,44,760,706,252,2024-01-02
user_174,information-seeker,"food and dining,travel,fitness and health",2023-08-09,昆明,27,30,23,712,931,449,2023-11-03
user_175,general,"sports,business and finance,arts and culture",2022-03-17,福州,44,47,117,1424,647,245,2023-11-28
user_176,general,"learning and educational,business and finance",2020-07-15,天津,65,51,130,1016,647,250,2023-11-02
user_177,inactive,"animals",2021-11-01,武汉,16,10,6,53,169,65,2024-01-15
user_178,information-seeker,"science and technology,animals",2020-10-25,石家庄,37,29,41,319,380,512,2024-01-14
user_179,inactive,"fitness and health,science and technology,learning and educational",2020-12-20,西安,13,18,1,45,59,24,2023-11-18
user_180,information-seeker,"animals",2022-12-25,上海,46,45,17,291,606,321,2023-11-28
user_181,information-seeker,"travel,animals",2021-06-25,重庆,49,19,10,554,629,332,2023-11-21
user_182,inactive,"business and finance",2021-03-12,成都,22,3,10,70,43,89,2023-12-10
user_183,information-seeker,"fitness and health",2022-09-27,济南,44,22,62,682,143,490,2023-11-15
user_184,inactive,"fitness and health,politics,arts and culture",2023-03-19,太原,15,17,7,11,140,34,2023-11-09
user_185,information-seeker,"fitness and health",2023-09-29,济南,55,33,53,270,749,531,2024-01-03
user_186,information-source,"politics,animals,learning and educational",2023-04-24,哈尔滨,65,75,499,3430,7283,177,2023-11-27
user_187,information-source,"politics,animals",2021-10-28,沈阳,66,92,200,1611,9959,64,2023-12-25
user_188,information-source,"animals",2022-03-14,石家庄,80,61,448,4782,8913,164,2023-12-23
user_189,information-seeker,"animals,science and technology,fitness and health",2023-10-17,长沙,49,37,17,746,102,290,2023-12-27
user_190,general,"fitness and health,politics",2020-06-06,青岛,49,53,53,1288,903,149,2024-01-10
user_191,information-seeker,"animals,arts and culture",2021-11-16,天津,46,43,76,263,751,291,2023-11-13
user_192,inactive,"animals",2023-09-12,无锡,12,3,2,43,17,26,2023-12-05
user_193,information-seeker,"learning and educational,animals,entertainment",2023-01-19,济南,53,44,62,647,178,255,2023-11-01
user_194,information-seeker,"business and finance,learning and educational",2021-02-18,上海,43,31,23,298,401,367,2023-12-21
user_195,information-source,"fashion and beauty,fitness and health",2022-06-30,合肥,88,91,141,3730,8084,63,2023-11-01
user_196,inactive,"animals",2020-03-30,郑州,7,20,18,100,191,24,2023-12-06
user_197,general,"food and dining,animals",2023-08-26,郑州,62,50,118,976,746,255,2023-12-08
user_198,general,"food and dining,travel",2022-08-09,南京,64,61,142,991,1072,178,2023-12-18
user_199,information-source,"fitness and health,politics,fashion and beauty",2021-03-01,石家庄,79,89,227,1925,3232,52,2023-11-04
user_200,information-seeker,"animals,business and finance,fashion and beauty",2020-04-10,西安,27,45,12,315,713,250,2023-11-24
user_201,general,"learning and educational,animals,sports",2023-03-17,佛山,59,63,145,932,688,206,2023-11-19
user_202,general,"travel",2022-12-23,石家庄,73,55,84,694,1843,127,2023-12-13
user_203,information-seeker,"animals,travel",2020-10-14,武汉,44,31,52,552,479,447,2023-12-11
user_204,information-source,"politics,business and finance,fitness and health",2021-08-19,南京,87,85,283,1746,9278,102,2023-11-05
user_205,information-seeker,"food and dining,sports,animals",2023-01-28,无锡,36,32,69,571,953,486,2023-12-01
user_206,information-seeker,"sports,travel,animals",2021-03-19,成都,35,26,69,171,877,295,2023-11-29
user_207,information-source,"travel",2023-02-21,宁波,80,74,410,3348,2053,213,2023-12-01
user_208,inactive,"animals,arts and culture",2023-11-27,哈尔滨,7,9,16,15,102,25,2023-11-08
user_209,general,"fitness and health,politics,sports",2022-03-22,哈尔滨,59,58,56,787,1903,258,2024-01-06
user_210,information-source,"food and dining,travel",2022-02-04,哈尔滨,84,90,163,2803,2382,114,2024-01-10
user_211,information-seeker,"science and technology,animals",2023-12-15,重庆,59,30,34,583,685,525,2023-12-02
user_212,information-seeker,"travel,food and dining",2021-12-19,福州,30,37,44,463,998,533,2023-11-08
user_213,information-source,"fitness and health,business and finance,science and technology",2021-03-23,重庆,93,60,118,3893,9960,90,2024-01-06
user_214,information-seeker,"business and finance,politics,arts and culture",2023-11-23,成都,43,23,27,639,841,576,2023-12-26
user_215,general,"fitness and health",2021-09-04,沈阳,63,51,61,513,1040,253,2023-11-09
user_216,inactive,"animals,food and dining",2023-12-27,重庆,5,14,1,25,185,38,2023-12-16
user_217,information-seeker,"travel",2023-11-02,沈阳,53,27,63,766,132,398,2023-12-11
user_218,information-source,"sports,business and finance,arts and culture",2023-06-19,太原,93,62,293,2620,6730,97,2023-11-03
user_219,information-source,"entertainment",2023-05-08,重庆,81,80,121,1164,9537,50,2023-11-02
user_220,inactive,"food and dining",2023-08-30,佛山,6,17,10,25,149,5,2023-11-10
user_221,information-source,"science and technology,food and dining",2023-08-02,南昌,77,90,396,3610,7872,132,2023-12-31
user_222,inactive,"travel",2020-04-09,厦门,23,6,12,36,82,49,2023-11-06
user_223,information-source,"animals,arts and culture",2023-01-08,重庆,87,75,325,2475,5386,106,2024-01-12
user_224,information-seeker,"animals,fitness and health",2023-04-15,广州,57,39,40,360,213,235,2023-12-24
user_225,information-seeker,"food and dining,animals",2020-10-22,郑州,53,25,59,183,800,589,2023-12-13
user_226,information-seeker,"fashion and beauty,learning and educational,politics",2021-08-18,重庆,44,29,14,452,543,381,2023-11-27
user_227,inactive,"business and finance",2023-07-11,成都,8,6,14,96,32,24,2023-12-04
user_228,inactive,"sports,business and finance,arts and culture",2020-01-26,无锡,10,20,6,82,134,21,2023-11-01
user_229,information-seeker,"politics",2020-12-21,苏州,37,29,51,769,707,469,2024-01-03
user_230,inactive,"animals",2023-06-19,沈阳,9,6,0,31,120,69,2023-12-16
user_231,inactive,"arts and culture",2022-08-05,成都,20,5,15,91,111,61,2023-11-08
user_232,information-seeker,"business and finance,arts and culture,sports",2020-08-02,杭州,44,22,43,734,121,307,2023-12-21
user_233,information-source,"sports",2021-07-17,福州,94,74,227,4152,9879,74,2024-01-18
user_234,information-seeker,"arts and culture,politics,science and technology",2022-12-24,太原,38,21,36,575,427,415,2023-12-02
user_235,information-seeker,"animals",2022-03-22,广州,32,21,37,261,611,394,2023-12-01
user_236,information-source,"fashion and beauty,animals",2022-09-07,重庆,92,75,284,1895,4362,152,2023-11-03
user_237,general,"travel,science and technology",2022-06-14,深圳,50,64,138,854,2419,246,2023-11-16
user_238,general,"sports,politics",2020-12-18,西安,72,55,79,847,1909,134,2023-11-30
user_239,information-seeker,"science and technology,entertainment,travel",2023-05-21,厦门,56,41,61,710,168,368,2023-12-02
user_240,inactive,"entertainment",2020-08-10,沈阳,24,19,0,57,44,56,2023-12-27
user_241,inactive,"arts and culture,entertainment",2023-08-29,哈尔滨,10,15,6,91,154,32,2023-11-30
user_242,general,"fitness and health,food and dining,fashion and beauty",2022-05-20,太原,50,40,55,943,2383,259,2024-01-16
user_243,information-seeker,"animals,travel,food and dining",2023-08-17,石家庄,43,37,24,565,617,541,2023-11-02
user_244,information-seeker,"learning and educational",2021-09-04,福州,60,16,11,558,634,542,2023-12-06
user_245,general,"arts and culture,politics,travel",2020-01-27,济南,60,63,136,547,2613,262,2023-12-04
user_246,inactive,"politics,learning and educational",2021-09-16,济南,23,8,4,74,80,37,2023-12-10
user_247,information-seeker,"entertainment,fashion and beauty,arts and culture",2022-04-13,石家庄,43,16,17,369,189,309,2023-12-26
user_248,information-source,"learning and educational,science and technology",2023-08-18,合肥,76,95,422,4728,2128,209,2023-12-03
user_249,information-seeker,"fitness and health",2023-01-21,苏州,30,40,77,407,342,420,2023-12-12
user_250,general,"sports,travel,learning and educational",2023-04-09,福州,46,51,69,608,2835,107,2023-12-31
user_251,inactive,"entertainment",2023-10-25,宁波,6,12,11,40,153,39,2023-12-24
